# started on Sat Sep 19 15:56:20 2026

4290.58,msec,task-clock,0.05%,4290576979,100.00,0.998,CPUs utilized
1492,,page-faults,0.00%,4290576979,100.00,347.508,/sec
1492,,minor-faults,0.00%,4290576979,100.00,347.508,/sec
0,,major-faults,0.00%,4290576979,100.00,0.000,/sec
47,,context-switches,4.74%,4290576979,100.00,10.947,/sec
0,,cpu-migrations,0.00%,4290576979,100.00,0.000,/sec
9987617052,,cycles,0.06%,2143385852,49.94,2.326,GHz
30550098731,,instructions,0.02%,2574555867,59.99,3.06,insn per cycle
3514276209,,branches,0.03%,2578306004,60.07,818.525,M/sec
19029096,,branch-misses,0.61%,2580755440,60.13,0.54,of all branches
2243595,,cache-references,4.04%,2577786263,60.06,522.565,K/sec
123997,,cache-misses,5.97%,2577635443,60.06,5.441,of all cache refs
9759733506,,L1-dcache-loads,0.02%,1713523456,39.93,2.273,G/sec
4052681,,L1-dcache-load-misses,4.65%,1711074020,39.87,0.04,of all L1-dcache accesses
<not supported>,,LLC-loads,0.00%,0,100.00,,
<not supported>,,LLC-load-misses,0.00%,0,100.00,,
4861824283,,dTLB-loads,0.10%,1714043197,39.94,1.132,G/sec
60078,,dTLB-load-misses,7.63%,1714194017,39.94,0.00,of all dTLB cache accesses
