# started on Sat Sep 19 14:59:40 2026

4271.73,msec,task-clock,0.01%,4271729487,100.00,0.999,CPUs utilized
1492,,page-faults,0.00%,4271729487,100.00,349.215,/sec
1492,,minor-faults,0.00%,4271729487,100.00,349.215,/sec
0,,major-faults,0.00%,4271729487,100.00,0.000,/sec
38,,context-switches,2.41%,4271729487,100.00,8.894,/sec
0,,cpu-migrations,0.00%,4271729487,100.00,0.000,/sec
9966831998,,cycles,0.01%,2134173882,49.95,2.333,GHz
30529352908,,instructions,0.00%,2561446428,59.95,3.06,insn per cycle
3511463353,,branches,0.05%,2561237700,59.94,821.887,M/sec
18559228,,branch-misses,0.54%,2561944766,59.96,0.53,of all branches
2124246,,cache-references,2.43%,2562071265,59.96,497.197,K/sec
37161,,cache-misses,6.75%,2565964506,60.05,1.893,of all cache refs
9764645335,,L1-dcache-loads,0.00%,1711461607,40.06,2.285,G/sec
3590414,,L1-dcache-load-misses,3.19%,1710754541,40.04,0.04,of all L1-dcache accesses
<not supported>,,LLC-loads,0.00%,0,100.00,,
<not supported>,,LLC-load-misses,0.00%,0,100.00,,
4842098781,,dTLB-loads,0.09%,1710628042,40.04,1.133,G/sec
65983,,dTLB-load-misses,8.16%,1706734801,39.95,0.00,of all dTLB cache accesses
